物件ID1,物件名称1,素材分组,"类型
专门用于前置物件判定
还有代码块类型筛选判断","建筑背包分类
（素材库的分类）",素材标签,Entity的Icon,Entity的描述,纹理1,补充纹理,动画名字,物件逻辑投影,建造高度,属性控件,代码库,行走矮边高,行走高边高,物件高边 ,通行方向,是否是地块,idle效果,场景效果根锚点,,光效,光效锚点偏移,掉落,素材库展示类型,正视角素材库ICON,正视角地图纹理,正视角地图建造高度,正视角地图行走矮边高,正视角地图行走高边高,正视角地图效果根锚点,正视角地图光效锚点偏移,"资源类型
1：2D贴图（默认）
2：2D动画
3：3D模型","资源路径
- 不用后缀
- 相对各自文件夹目录",朝向相机,"是否水平放置
- 比如地板
- 对3D无效"
20050119,庭院装饰3,,5,-2,古城素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,JMG5L1_1_1_27_ic,JMG5L1_1_1_27,35,35,35,,,,,1,
20050120,密室楼梯,,5,-2,古城素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,JMG5L1_1_1_28_ic,JMG5L1_1_1_28,1,1,1,,,,,1,
20050121,密室宝剑,,5,-2,古城素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,JMG5L1_1_1_30_ic,JMG5L1_1_1_30,2,2,2,,,,,1,
20050122,密室卷轴,,5,-2,古城素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,JMG5L1_1_1_32_ic,JMG5L1_1_1_32,3,3,3,,,,,1,
20050123,密室方桌子,,5,-2,古城素材,,,,,,"15,15",,10001,1002,,,0,"15,15",,,,,,,,2,JMG5L1_2_1_01_ic,JMG5L1_2_1_01,40,40,40,,,,,1,
20050124,庭院装饰4,,5,-2,古城素材,,,,,,"15,15",,10001,1002,,,0,"15,15",,,,,,,,2,JMG5L1_2_1_02_ic,JMG5L1_2_1_02,130,130,130,,,,,1,
20050125,密室大门,,5,-2,古城素材,,,,,,"15,15",,10001,1002,,,0,"15,15",,,,,,,,2,JMG5L1_2_1_03_ic,JMG5L1_2_1_03,130,130,130,,,,,1,
20050126,密室圆桌子,,5,-2,古城素材,,,,,,"15,15,15;15,15,15;15,15,15",,10001,1002,,,0,"15,15,15;15,15,15;15,15,15",,,,,,,,2,JMG5L1_3_3_01_ic,JMG5L1_3_3_01,50,50,50,,,,,1,
20050127,庭院灯笼房子,,5,-2,古城素材,,,,,,"15,15,15",,10001,1002,,,0,"15,15,15",,,,,,,,2,JMG5L1_3_1_01_ic,JMG5L1_3_1_01,205,205,205,,,,,1,
20050128,木屋井,,5,-2,古城素材,,,,,,"15,15,15;15,15,15",,10001,1002,,,0,"15,15,15;15,15,15",,,,,,,,2,JMG5L1_3_2_03_ic,JMG5L1_3_2_03,45,45,45,,,,,1,
20050129,庭院房子1,,5,-2,古城素材,,,,,,"15,15,15,15;15,15,15,15",,10001,1002,,,0,"15,15,15,15;15,15,15,15",,,,,,,,2,JMG5L1_4_2_01_ic,JMG5L1_4_2_01,190,190,190,,,,,1,
20050130,带窗小木屋,,5,-2,古城素材,,,,,,"15,15,15,15;15,15,15,15",,10001,1002,,,0,"15,15,15,15;15,15,15,15",,,,,,,,2,JMG5L1_4_2_02_ic,JMG5L1_4_2_02,165,165,165,,,,,1,
20050131,圆形土地,,5,-2,远古部落素材,,,,,,"15,15;15,15",,10001,1002,,,0,"15,15;15,15",,,,,,,,2,JMG2L2_2_2_01ic,JMG2L2_2_2_01,2,2,2,,,,,1,
20050132,三角形土地,,5,-2,远古部落素材,,,,,,"15,15;15,15",,10001,1002,,,0,"15,15;15,15",,,,,,,,2,JMG2L2_2_2_03ic,JMG2L2_2_2_03,2,2,2,,,,,1,
20050133,六边形土地,,5,-2,远古部落素材,,,,,,"15,15;15,15",,10001,1002,,,0,"15,15;15,15",,,,,,,,2,JMG2L2_2_2_04ic,JMG2L2_2_2_04,2,2,2,,,,,1,
20050134,五边形土地,,5,-2,远古部落素材,,,,,,"15,15;15,15",,10001,1002,,,0,"15,15;15,15",,,,,,,,2,JMG2L2_2_2_05ic,JMG2L2_2_2_05,2,2,2,,,,,1,
20050135,长方形土地,,5,-2,远古部落素材,,,,,,"15,15;15,15",,10001,1002,,,0,"15,15;15,15",,,,,,,,2,JMG2L2_2_2_06ic,JMG2L2_2_2_06,2,2,2,,,,,1,
20050136,正方形土地,,5,-2,远古部落素材,,,,,,"15,15;15,15",,10001,1002,,,0,"15,15;15,15",,,,,,,,2,JMG2L2_2_2_07ic,JMG2L2_2_2_07,2,2,2,,,,,1,
20050137,一捆草,,5,-2,远古部落素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,JMG3L2_1_1_01_ic,JMG3L2_1_1_01,9,9,9,,,,,1,
20050138,一颗苹果,,5,-2,远古部落素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,JMG3L2_1_1_02_ic,JMG3L2_1_1_02,32,10,10,,,,,1,
20050139,苹果篮,,5,-2,远古部落素材,,,,,,"15,15;15,15",,10001,1002,,,0,"15,15;15,15",,,,,,,,2,JMG3L2_2_2_05_ic,JMG3L2_2_2_05,35,35,35,,,,,1,
20050140,王叔叔背面,,5,-2,古城素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,JMG3L2_2_2_06_ic,JMG3L2_2_2_06,1,1,1,,,,,1,
20050141,一堆蘑菇,,5,-2,古城素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,JMG5L2_1_1_05_ic,JMG5L2_1_1_05,35,10,10,,,,,1,
20050142,烂围栏横,,5,-2,古城素材,,,,,,15,,10001,1002,,,0,13,,,,,,,,2,JMG5L2_1_1_06_ic,JMG5L2_1_1_06,35,35,35,,,,,1,
20050143,烂围栏左,,5,-2,古城素材,,,,,,15,,10001,1002,,,0,14,,,,,,,,2,JMG5L2_1_1_07_ic,JMG5L2_1_1_07,30,30,30,,,,,1,
20050144,烂围栏右,,5,-2,古城素材,,,,,,15,,10001,1002,,,0,11,,,,,,,,2,JMG5L2_1_1_08_ic,JMG5L2_1_1_08,30,30,30,,,,,1,
20050145,水壶,,5,-2,古城素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,JMG5L2_1_1_09_ic,JMG5L2_1_1_09,15,1,1,,,,,1,
20050146,桌子,,5,-2,古城素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,JMG5L2_1_1_10_ic,JMG5L2_1_1_10,15,15,15,,,,,1,
20050147,一个蘑菇,,5,-2,古城素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,JMG5L2_1_1_11_ic,JMG5L2_1_1_11,43,10,10,,,,,1,
20050148,笼子,,5,-2,古城素材,,,,,,"15,15",,10001,1002,,,0,"15,15",,,,,,,,2,JMG5L2_2_1_03_ic,JMG5L2_2_1_03,77,77,77,,,,,1,
20050149,一堆兔子,,5,-2,古城素材,,,,,,"15,15",,10001,1002,,,0,"15,15",,,,,,,,2,JMG5L2_2_1_04_ic,JMG5L2_2_1_04,70,70,70,,,,,1,
20050150,小吃摊,,5,-2,古城素材,,,,,,"15,15,15;15,15,15",,10001,1002,,,0,"15,15,15;15,15,15",,,,,,,,2,JMG5L2_3_2_01_ic,JMG5L2_3_2_01,180,180,180,,,,,1,
20050151,茶馆,,5,-2,古城素材,,,,,,"15,15,15,15;15,15,15,15",,10001,1002,,,0,"15,15,15,15;15,15,15,15",,,,,,,,2,JMG5L2_4_2_01_ic,JMG5L2_4_2_01,170,170,170,,,,,1,
20050152,宝石宝箱,,5,-2,古城素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,JMG2L3_1_1_01_ic,JMG2L3_1_1_01,26,26,26,,,,,1,
20050153,陷阱火焰,,5,-2,古城素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,JMG2L3_1_1_10_ic,JMG2L3_1_1_10,1,1,1,,,,,1,
20050154,标识上,20050154,5,-2,古城素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,JMG2L3_1_1_16_ic,JMG2L3_1_1_16,1,1,1,,,,,1,
20050155,标识下,20050154,5,-2,古城素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,JMG2L3_1_1_17_ic,JMG2L3_1_1_17,1,1,1,,,,,1,
20050156,标识左,20050154,5,-2,古城素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,JMG2L3_1_1_18_ic,JMG2L3_1_1_18,1,1,1,,,,,1,
20050157,标识右,20050154,5,-2,古城素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,JMG2L3_1_1_19_ic,JMG2L3_1_1_19,1,1,1,,,,,1,
20050158,标识停止,20050154,5,-2,古城素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,JMG2L3_1_1_20_ic,JMG2L3_1_1_20,1,1,1,,,,,1,
20050159,标识入口,20050154,5,-2,古城素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,JMG2L3_1_1_21_ic,JMG2L3_1_1_21,55,1,1,,,,,1,
20050160,标识出口,20050154,5,-2,古城素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,JMG2L3_1_1_22_ic,JMG2L3_1_1_22,55,1,1,,,,,1,
20050161,迷宫石墙,,5,-2,古城素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,JMG2L3_1_1_23_ic,JMG2L3_1_1_23,52,52,52,,,,,1,
20050162,数字1石头,20050162,5,-2,古城素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,JMG5L3_1_1_01_ic,JMG5L3_1_1_01,6,6,6,,,,,1,
20050163,数字2石头,20050162,5,-2,古城素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,JMG5L3_1_1_02_ic,JMG5L3_1_1_02,6,6,6,,,,,1,
20050164,数字3石头,20050162,5,-2,古城素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,JMG5L3_1_1_03_ic,JMG5L3_1_1_03,6,6,6,,,,,1,
20050165,数字4石头,20050162,5,-2,古城素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,JMG5L3_1_1_04_ic,JMG5L3_1_1_04,6,6,6,,,,,1,
20050166,酒壶,,5,-2,古城素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,JMG5L3_1_1_05_ic,JMG5L3_1_1_05,20,20,20,,,,,1,
20050167,绳子,,5,-2,古城素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,JMG5L3_1_1_06_ic,JMG5L3_1_1_06,4,4,4,,,,,1,
20050168,黑红青三色布匹,,5,-2,古城素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,JMG5L3_1_1_07_ic,JMG5L3_1_1_07,6,6,6,,,,,1,
20050169,黄色灯笼,,5,-2,古城素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,JMG5L3_1_1_08_ic,JMG5L3_1_1_08,32,32,32,,,,,1,
20050170,蓝色灯笼,,5,-2,古城素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,JMG5L3_1_1_09_ic,JMG5L3_1_1_09,32,32,32,,,,,1,
20050171,黑色布匹,20050171,5,-2,古城素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,JMG5L3_1_1_10_ic,JMG5L3_1_1_10,5,5,5,,,,,1,
20050172,红色布匹,20050171,5,-2,古城素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,JMG5L3_1_1_11_ic,JMG5L3_1_1_11,5,5,5,,,,,1,
20050173,糖葫芦,,5,-2,古城素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,JMG5L3_1_1_12_ic,JMG5L3_1_1_12,30,30,30,,,,,1,
20050174,青色布匹,20050171,5,-2,古城素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,JMG5L3_1_1_13_ic,JMG5L3_1_1_13,5,5,5,,,,,1,
20050175,兑换券,,5,-2,古城素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,JMG5L3_1_1_14_ic,JMG5L3_1_1_14,1,1,1,,,,,1,
20050176,糖葫芦摊,,5,-2,古城素材,,,,,,"15,15,15;15,15,15",,10001,1002,,,0,"15,15,15;15,15,15",,,,,,,,2,JMG5L3_3_2_01_ic,JMG5L3_3_2_01,170,170,170,,,,,1,
20050177,布庄1,,5,-2,古城素材,,,,,,"15,15,15,15;15,15,15,15",,10001,1002,,,0,"15,15,15,15;15,15,15,15",,,,,,,,2,JMG5L3_4_2_01_ic,JMG5L3_4_2_01,180,180,180,,,,,1,
20050178,杂货铺,,5,-2,古城素材,,,,,,"15,15,15,15;15,15,15,15",,10001,1002,,,0,"15,15,15,15;15,15,15,15",,,,,,,,2,JMG5L3_4_2_02_ic,JMG5L3_4_2_02,180,180,180,,,,,1,
20050179,布庄2,,5,-2,古城素材,,,,,,"15,15,15,15;15,15,15,15",,10001,1002,,,0,"15,15,15,15;15,15,15,15",,,,,,,,2,JMG5L3_4_2_03_ic,JMG5L3_4_2_03,180,180,180,,,,,1,
20050180,巨石机关答案1,20050180,5,-2,古城素材,,,,,,15,,10001,1002,,,0,7,,,,,,,,2,JMG3L3_1_1_01_ic,JMG3L3_1_1_01,52,1,1,,,,,1,
20050181,巨石机关答案2,20050180,5,-2,古城素材,,,,,,15,,10001,1002,,,0,7,,,,,,,,2,JMG3L3_1_1_02_ic,JMG3L3_1_1_02,52,1,1,,,,,1,
20050182,印章,,5,-2,古城素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,JMG3L3_1_1_03_ic,JMG3L3_1_1_03,45,45,45,,,,,1,
20050183,正方形石头,20050183,5,-2,古城素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,JMG3L3_1_1_04_ic,JMG3L3_1_1_04,5,5,5,,,,,1,
20050184,圆形石头,20050183,5,-2,古城素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,JMG3L3_1_1_05_ic,JMG3L3_1_1_05,5,5,5,,,,,1,
20050185,梯形石头,20050183,5,-2,古城素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,JMG3L3_1_1_06_ic,JMG3L3_1_1_06,6,6,6,,,,,1,
20050186,三角形石头,20050183,5,-2,古城素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,JMG3L3_1_1_07_ic,JMG3L3_1_1_07,5,5,5,,,,,1,
20050187,菱形石头,20050183,5,-2,古城素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,JMG3L3_1_1_08_ic,JMG3L3_1_1_08,6,6,6,,,,,1,
20050188,公告牌,,5,-2,古城素材,,,,,,"15,15,15",,10001,1002,,,0,"15,15,15",,,,,,,,2,JMG3L3_3_1_01_ic,JMG3L3_3_1_01,205,205,205,,,,,1,
20050189,巨石机关,,5,-2,古城素材,,,,,,"15,15,15,15,15",,10001,1002,,,0,"15,15,15,15,15",,,,,,,,2,JMG3L3_5_1_01_ic,JMG3L3_5_1_01,205,205,205,,,,,1,
20050190,油桶1,,5,-2,古城素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,JMG5L2_1_1_12_ic,JMG5L2_1_1_12,35,35,35,,,,,1,
20050191,油桶2,,5,-2,古城素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,JMG5L2_1_1_13_ic,JMG5L2_1_1_13,30,30,30,,,,,1,
20050192,石头阵铺满,20050192,5,-2,古城素材,,,,,,"15,15,15;15,15,15",,10001,1002,,,0,"15,15,15;15,15,15",,,,,,,,2,JMG2L29_3_2_01ic,JMG2L29_3_2_01,5,5,5,,,,,1,
20050193,石头阵空,20050192,5,-2,古城素材,,,,,,"15,15,15;15,15,15",,10001,1002,,,0,"15,15,15;15,15,15",,,,,,,,2,JMG2L29_3_2_03ic,JMG2L29_3_2_03,5,5,5,,,,,1,
20050194,石头阵一半,20050192,5,-2,古城素材,,,,,,"15,15,15;15,15,15",,10001,1002,,,0,"15,15,15;15,15,15",,,,,,,,2,JMG2L29_3_2_04ic,JMG2L29_3_2_04,5,5,5,,,,,1,
20050195,宝石巨石1,20050195,5,-2,古城素材,,,,,,"15,15,15,15,15;15,15,15,15,15;15,15,15,15,15",,10001,1002,,,0,"0,0,0,0,0;0,0,0,0,0;0,0,0,0,0",,,,,,,,2,JMG2L29_5_3_02ic,JMG2L29_5_3_02,208,208,208,,,,,1,
20050196,宝石巨石2,20050195,5,-2,古城素材,,,,,,"15,15,15,15,15;15,15,15,15,15;15,15,15,15,15",,10001,1002,,,0,"0,0,0,0,0;0,0,0,0,0;0,0,0,0,0",,,,,,,,2,JMG2L29_5_3_05ic,JMG2L29_5_3_05,208,208,208,,,,,1,
20050197,宝石巨石3,20050195,5,-2,古城素材,,,,,,"15,15,15,15,15;15,15,15,15,15;15,15,15,15,15",,10001,1002,,,0,"0,0,0,0,0;0,0,0,0,0;0,0,0,0,0",,,,,,,,2,JMG2L29_5_3_06ic,JMG2L29_5_3_06,208,208,208,,,,,1,
20050198,面碗空,20050198,5,-2,古城素材,,,,,,15,,10001,1002,,,0,0,,,,,,,,2,JMG5L4_1_1_01_ic,JMG5L4_1_1_01,20,20,20,,,,,1,
20050199,面碗满,20050198,5,-2,古城素材,,,,,,15,,10001,1002,,,0,0,,,,,,,,2,JMG5L4_1_1_02_ic,JMG5L4_1_1_02,20,20,20,,,,,1,
20050200,筷子筒,,5,-2,古城素材,,,,,,15,,10001,1002,,,0,0,,,,,,,,2,JMG5L4_1_1_03_ic,JMG5L4_1_1_03,45,45,45,,,,,1,
20050201,面馆小凳,,5,-2,古城素材,,,,,,15,,10001,1002,,,0,0,,,,,,,,2,JMG5L4_1_1_04_ic,JMG5L4_1_1_04,33,33,33,,,,,1,
20050202,面馆地板1,20050202,5,-2,古城素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,JMG5L4_1_1_05_ic,JMG5L4_1_1_05,1,1,1,,,,,1,
20050203,面馆地板2,20050202,5,-2,古城素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,JMG5L4_1_1_06_ic,JMG5L4_1_1_06,1,1,1,,,,,1,
20050204,面馆地板3,20050202,5,-2,古城素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,JMG5L4_1_1_07_ic,JMG5L4_1_1_07,1,1,1,,,,,1,
20050205,面馆地板4,20050202,5,-2,古城素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,JMG5L4_1_1_08_ic,JMG5L4_1_1_08,1,1,1,,,,,1,
20050206,面馆地板5,20050202,5,-2,古城素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,JMG5L4_1_1_09_ic,JMG5L4_1_1_09,1,1,1,,,,,1,
20050207,面馆地板6,20050202,5,-2,古城素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,JMG5L4_1_1_10_ic,JMG5L4_1_1_10,1,1,1,,,,,1,
20050208,面馆地板7,20050202,5,-2,古城素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,JMG5L4_1_1_11_ic,JMG5L4_1_1_11,1,1,1,,,,,1,
20050209,面馆地板8,20050202,5,-2,古城素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,JMG5L4_1_1_12_ic,JMG5L4_1_1_12,1,1,1,,,,,1,
20050210,面馆地板9,20050202,5,-2,古城素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,JMG5L4_1_1_13_ic,JMG5L4_1_1_13,1,1,1,,,,,1,
20050211,面馆地板10,20050202,5,-2,古城素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,JMG5L4_1_1_14_ic,JMG5L4_1_1_14,1,1,1,,,,,1,
20050212,面馆地板11,20050202,5,-2,古城素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,JMG5L4_1_1_15_ic,JMG5L4_1_1_15,1,1,1,,,,,1,
20050213,面馆地板12,20050202,5,-2,古城素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,JMG5L4_1_1_16_ic,JMG5L4_1_1_16,1,1,1,,,,,1,
20050214,面馆地板13,20050202,5,-2,古城素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,JMG5L4_1_1_17_ic,JMG5L4_1_1_17,1,1,1,,,,,1,
20050215,面馆地板14,20050202,5,-2,古城素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,JMG5L4_1_1_18_ic,JMG5L4_1_1_18,1,1,1,,,,,1,
20050216,面馆地板15,20050202,5,-2,古城素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,JMG5L4_1_1_19_ic,JMG5L4_1_1_19,1,1,1,,,,,1,
20050217,面馆地板16,20050202,5,-2,古城素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,JMG5L4_1_1_20_ic,JMG5L4_1_1_20,1,1,1,,,,,1,
20050218,面馆地板17,20050202,5,-2,古城素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,JMG5L4_1_1_21_ic,JMG5L4_1_1_21,1,1,1,,,,,1,
20050219,面馆地板18,20050202,5,-2,古城素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,JMG5L4_1_1_22_ic,JMG5L4_1_1_22,1,1,1,,,,,1,
20050220,盆栽,,5,-2,古城素材,,,,,,15,,10001,1002,,,0,0,,,,,,,,2,JMG5L4_1_1_23_ic,JMG5L4_1_1_23,33,33,33,,,,,1,
20050221,面馆地板19,20050202,5,-2,古城素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,JMG5L4_1_1_24_ic,JMG5L4_1_1_24,1,1,1,,,,,1,
20050222,柜台,,5,-2,古城素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,JMG5L4_1_2_01_ic,JMG5L4_1_2_01,63,63,63,,,,,1,
20050223,面馆墙1,20050223,5,-2,古城素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,JMG5L4_1_2_02_ic,JMG5L4_1_2_02,156,156,156,,,,,1,
20050224,面馆墙2,20050223,5,-2,古城素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,JMG5L4_1_2_03_ic,JMG5L4_1_2_03,140,140,140,,,,,1,
20050225,面馆墙3,20050223,5,-2,古城素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,JMG5L4_1_2_04_ic,JMG5L4_1_2_04,150,150,150,,,,,1,
20050226,面馆墙4,20050223,5,-2,古城素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,JMG5L4_1_2_05_ic,JMG5L4_1_2_05,160,160,160,,,,,1,
20050227,面馆墙5,20050223,5,-2,古城素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,JMG5L4_1_2_06_ic,JMG5L4_1_2_06,160,160,160,,,,,1,
20050228,面馆墙6,20050223,5,-2,古城素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,JMG5L4_1_2_07_ic,JMG5L4_1_2_07,160,160,160,,,,,1,
20050229,面馆墙7,20050223,5,-2,古城素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,JMG5L4_1_2_08_ic,JMG5L4_1_2_08,160,160,160,,,,,1,
20050230,一筐玩具1,20050230,5,-2,古城素材,,,,,,"15,15;15,15",,10001,1002,,,0,"0,0;0,0",,,,,,,,2,JMG5L4_2_2_01_ic,JMG5L4_2_2_01,80,80,80,,,,,1,
20050231,一筐玩具2,20050230,5,-2,古城素材,,,,,,"15,15;15,15",,10001,1002,,,0,"0,0;0,0",,,,,,,,2,JMG5L4_2_2_02_ic,JMG5L4_2_2_02,80,80,80,,,,,1,
20050232,面馆建筑,,5,-2,古城素材,,,,,,"15,15,15,15;15,15,15,15",,10001,1002,,,0,"0,0,0,0;0,0,0,0",,,,,,,,2,JMG5L4_4_2_01_ic,JMG5L4_4_2_01,150,150,150,,,,,1,
20050233,面馆桌子,,5,-2,古城素材,,,,,,"15,15,15,15;15,15,15,15",,10001,1002,,,0,"0,0,0,0;0,0,0,0",,,,,,,,2,JMG5L4_4_2_02_ic,JMG5L4_4_2_02,30,30,30,,,,,1,
20050234,爆竹·老虎,20050234,5,-2,古城素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,JMG3L28_1_1_01_ic,JMG3L28_1_1_01,65,65,65,,,,,1,
20050235,爆竹·小狗,20050234,5,-2,古城素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,JMG3L28_1_1_02_ic,JMG3L28_1_1_02,65,65,65,,,,,1,
20050236,爆竹·小羊,20050234,5,-2,古城素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,JMG3L28_1_1_03_ic,JMG3L28_1_1_03,65,65,65,,,,,1,
20050237,爆竹·小兔,20050234,5,-2,古城素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,JMG3L28_1_1_04_ic,JMG3L28_1_1_04,65,65,65,,,,,1,
20050238,爆竹·小鸟,20050234,5,-2,古城素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,JMG3L28_1_1_05_ic,JMG3L28_1_1_05,65,65,65,,,,,1,
20050239,爆竹·蝴蝶,20050234,5,-2,古城素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,JMG3L28_1_1_06_ic,JMG3L28_1_1_06,65,65,65,,,,,1,
20050240,爆竹·小猫,20050234,5,-2,古城素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,JMG3L28_1_1_07_ic,JMG3L28_1_1_07,65,65,65,,,,,1,
20050241,棕马,20050241,5,-2,古城素材,,,,,,"15,15;15,15",,10001,1002,,,0,"0,0;0,0",,,,,,,,2,JMG3L28_2_2_08_ic,JMG3L28_2_2_08,105,105,105,,,,,1,
20050242,黑马,20050241,5,-2,古城素材,,,,,,"15,15;15,15",,10001,1002,,,0,"0,0;0,0",,,,,,,,2,JMG3L28_2_2_09_ic,JMG3L28_2_2_09,105,105,105,,,,,1,
20050243,白马,20050241,5,-2,古城素材,,,,,,"15,15;15,15",,10001,1002,,,0,"0,0;0,0",,,,,,,,2,JMG3L28_2_2_10_ic,JMG3L28_2_2_10,105,105,105,,,,,1,
20050244,宝石剑匣,,5,-2,古城素材,,,,,,"15,15;15,15",,10001,1002,,,0,"0,0;0,0",,,,,,,,2,JMG3L28_2_2_11_ic,JMG3L28_2_2_11,33,33,33,,,,,1,
20050245,Quiz,,5,-2,问号,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,JM_wenhao_ic,JM_wenhao,46,46,46,,,,,1,
20050246,面馆墙8,20050223,5,-2,古城素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,JMG5L4_1_2_09_ic,JMG5L4_1_2_09,160,160,160,,,,,1,
20050247,立牌,,5,-2,古城素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,Z_XGC_1_1_05_ic,Z_XGC_1_1_05,186,186,186,,,,,1,
20050248,灯柱,,5,-2,古城素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,Z_XGC_1_1_06_ic,Z_XGC_1_1_06,120,120,120,,,,,1,
20050249,矮灯柱,,5,-2,古城素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,Z_XGC_1_1_07_ic,Z_XGC_1_1_07,75,75,75,,,,,1,
20050250,舞台,,5,-2,古城素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,Z_XGC_1_1_08_ic,Z_XGC_1_1_08,35,35,35,,,,,1,
20050251,舞台2,,5,-2,古城素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,Z_XGC_1_1_09_ic,Z_XGC_1_1_09,35,35,35,,,,,1,
20050252,草坪,,5,-2,古城素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,Z_XGC_1_1_10_ic,Z_XGC_1_1_10,5,5,5,,,,,1,
20050253,树盆栽,,5,-2,古城素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,Z_XGC_1_1_11_ic,Z_XGC_1_1_11,90,90,90,,,,,1,
20050254,新围栏,,5,-2,古城素材,,,,,,15;15,,10001,1002,,,0,11;11,,,,,,,,2,Z_XGC_1_2_01_ic,Z_XGC_1_2_01,90,90,90,,,,,1,
